Source,Target,Weight
26,30,0.3228847157211817
26,31,0.2802486658201929
26,40,0.25951957938308934
26,43,0.27459783157721507
27,28,0.29664983452311444
27,29,0.34438353163377833
27,30,0.40820424254052434
27,32,0.294594303280051
27,33,0.3235440609684998
27,34,0.2988368050360026
27,38,0.27775518637895463
27,39,0.2949704884305676
27,40,0.2728371890470429
27,41,0.2602625867158991
27,43,0.27996104533050986
27,50,0.2500901552558303
28,29,0.4393909992632265
28,30,0.3990450702581751
28,31,0.2663393964537757
28,32,0.3840612806551664
28,33,0.35775644317347066
28,34,0.3063110736651624
28,38,0.3370496541914799
28,39,0.2958286252781607
28,40,0.29296292978710303
28,41,0.3119903233854468
28,42,0.2836419097038054
28,43,0.3440999176899676
28,44,0.2600959930197529
28,46,0.2683870677061809
28,50,0.3249917632628439
29,30,0.4908810444496505
29,31,0.33695641676626004
29,32,0.38480339787525003
29,33,0.4338263961155594
29,34,0.4131280608438368
29,37,0.27873923276116763
29,38,0.39003716652387843
29,39,0.37108964434486635
29,40,0.3412904484150066
29,41,0.3843667058646756
29,42,0.29908927143757014
29,43,0.40827877354740044
29,44,0.31900457196917775
29,46,0.32949580455290245
29,48,0.26044627583794167
29,50,0.32709914934933426
30,31,0.3208928218152068
30,32,0.3865555761178866
30,33,0.46246947318449505
30,34,0.4179066504635585
30,36,0.2679220992413407
30,38,0.35727617278942414
30,39,0.3930434075417861
30,40,0.34877071738441623
30,41,0.3661325915480842
30,42,0.283165304313994
30,43,0.39393937959748876
30,44,0.29883404358700694
30,46,0.3122032611750814
30,50,0.32146682973349505
31,32,0.2716314449057072
31,33,0.3028412667764256
31,34,0.2572031820448486
31,38,0.28455211112661594
31,39,0.2646703572334584
31,40,0.2844808096296547
31,41,0.3021008196029927
31,43,0.29904969028322564
31,44,0.2541714584968888
32,33,0.3449388579525245
32,34,0.3084034432804489
32,37,0.25314518935116453
32,38,0.33903248334768954
32,39,0.3347022051750698
32,40,0.3027583666282625
32,41,0.3251523008630746
32,42,0.25937978866184735
32,43,0.33408657353404914
32,44,0.25159498085108506
32,46,0.2683329943820684
32,48,0.266602080269573
32,50,0.31410622240834074
33,34,0.3946432049796387
33,36,0.2570613312297951
33,37,0.25892562804986025
33,38,0.3542540426528815
33,39,0.3917947338234334
33,40,0.3026242165816846
33,41,0.3713154504829358
33,43,0.36907100963847794
33,44,0.282675394572446
33,46,0.29567659006978664
33,50,0.3030975320471772
34,38,0.32468304348486754
34,39,0.37023252326699574
34,40,0.268724623374522
34,41,0.33553168169218045
34,43,0.3230241662620907
34,44,0.2508646589461017
34,46,0.2901295537941792
34,50,0.2772082557195315
36,38,0.2551143636212166
36,41,0.25043817940058327
36,43,0.2804194440186898
37,38,0.2589373193218327
37,41,0.25012884837152666
37,43,0.2686080890582486
38,39,0.37293337769901347
38,40,0.3280857781558255
38,41,0.3490017828458824
38,42,0.29029267366044137
38,43,0.3935858569634536
38,44,0.28331632362546044
38,46,0.32460286759368506
38,50,0.3320110678429287
39,40,0.3136289770379436
39,41,0.3850634309814319
39,42,0.27746006273842705
39,43,0.3641922433656134
39,44,0.31182148779668956
39,46,0.3566284567786351
39,50,0.2950333196351103
40,41,0.343254321192408
40,42,0.36653505348359194
40,43,0.3691703406155012
40,44,0.2709815572491506
40,46,0.25382134827843567
40,50,0.2819387730430072
41,42,0.2822302253640758
41,43,0.4298246396927671
41,44,0.311209285520064
41,46,0.3424385858631892
41,49,0.2581918867568453
41,50,0.3327561282146394
42,43,0.3246677129672307
42,46,0.2534727435744543
42,50,0.27115572512594144
43,44,0.3840989572107577
43,46,0.4030290003910117
43,48,0.2659340421803305
43,49,0.2932327887900941
43,50,0.3858700023400085
44,46,0.28004087520387877
44,50,0.30591337416835435
46,50,0.3422139923528366
47,48,0.26571099130974635
47,50,0.25901943084022566
48,50,0.2735502212056554
49,50,0.3441098422350709
49,51,0.3152389900508867
49,53,0.2568222950600159
51,52,0.3034168096705586
51,53,0.38886477792008034
52,53,0.4031605940389617
